SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1,Cycle_Time, TCP_T_2,Averge_CT,Label
474,8/14/2022,48:56.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-1.11E-01,7.24E-03,-5.78E-01,3.41E-01,2.60E-01,6.93E-01,-2.74E+00,-1.59E+00,-1.49E+00,2.07E+00,-2.18E+00,-6.50E-01,-1.45E-01,2.59E-01,-6.69E-01,-1.21E+00,1.22E+00,1.68E+00,-6.18E-01,-9.31E-02,1.88E-01,-1.87E-01,2.02E-02,3.08E-03,-3.25E-02,3.15E-03,Normal
475,8/14/2022,48:57.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-2.99E-01,1.52E-02,-6.58E-01,1.61E-01,5.16E-01,5.04E-01,-2.84E+00,-1.58E+00,-1.81E+00,2.20E+00,-1.98E+00,-3.50E-01,-2.70E-01,1.27E-01,-4.90E-01,-1.34E+00,7.16E-01,1.15E+00,-1.29E+00,-7.13E-02,-3.64E-03,-1.62E-01,-5.88E-02,3.25E-03,-5.35E-02,3.01E-03,Normal
476,8/14/2022,48:57.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-4.30E-01,1.67E-02,-6.05E-01,-3.42E-02,6.57E-01,3.73E-01,-2.93E+00,-1.58E+00,-1.96E+00,2.23E+00,-1.84E+00,-2.38E-01,-1.33E-01,1.61E-01,-7.96E-01,-1.60E+00,2.89E-01,1.04E+00,-1.51E+00,1.29E+00,-2.85E+00,-1.78E-01,9.38E-03,2.42E-03,-5.57E-02,3.06E-03,Normal
477,8/14/2022,48:58.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-2.27E-01,7.08E-03,-2.16E-01,-8.39E-02,3.09E-01,1.36E-01,-3.18E+00,-1.57E+00,-2.28E+00,2.19E+00,-1.47E+00,-3.83E-02,9.05E-02,1.37E-01,-5.68E-01,-1.19E+00,-1.36E+00,2.02E-01,-8.22E-01,-4.71E-01,-1.56E+00,-7.81E-02,-1.06E-01,2.41E-03,-1.83E-02,3.08E-03,Normal
478,8/14/2022,48:58.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,5.42E-04,-3.50E-04,-1.71E-01,6.12E-02,1.09E-01,-1.33E-04,-3.18E+00,-1.57E+00,-2.33E+00,2.20E+00,-1.44E+00,-3.84E-02,1.81E-01,-9.70E-03,-5.04E-01,-8.41E-01,-1.36E+00,3.26E-01,-1.21E+00,-1.29E-01,-2.35E+00,-8.19E-02,-9.70E-02,3.47E-03,1.05E-02,3.14E-03,Normal
479,8/14/2022,48:59.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,2.52E-04,-2.04E-04,-8.31E-02,2.53E-02,5.78E-02,-7.38E-05,-3.18E+00,-1.57E+00,-2.38E+00,2.22E+00,-1.41E+00,-3.84E-02,2.20E-01,-1.60E-02,-7.11E-01,-1.10E+00,-1.33E+00,2.03E-01,-1.65E+00,2.59E-02,2.86E-02,-8.16E-02,-1.82E-01,2.34E-03,5.45E-02,3.12E-03,Normal
480,8/14/2022,48:59.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.18E+00,-1.57E+00,-2.42E+00,2.23E+00,-1.39E+00,-3.85E-02,2.01E-01,1.42E-03,-4.58E-01,-1.11E+00,-2.11E+00,3.59E-02,-1.74E+00,1.34E-01,-1.08E+00,-8.91E-02,-1.34E-01,3.50E-03,8.22E-02,3.07E-03,Normal
481,8/14/2022,49:00.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-1.14E-03,6.79E-04,3.54E-01,-1.34E-01,-2.20E-01,2.63E-04,-3.18E+00,-1.57E+00,-2.28E+00,2.19E+00,-1.47E+00,-3.83E-02,-1.11E-02,1.37E-01,-3.47E-01,-1.69E+00,-2.54E+00,4.29E-01,-2.45E-01,2.21E-01,-5.04E-01,1.56E-04,-6.82E-04,3.49E-03,-1.26E-01,2.97E-03,Normal
482,8/14/2022,49:00.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,1.89E-01,-1.50E-01,1.83E-01,3.77E-01,-7.35E-01,-3.55E-01,-3.12E+00,-1.61E+00,-2.26E+00,2.30E+00,-1.66E+00,-1.22E-01,1.07E-01,-3.85E-01,-9.02E-02,-8.84E-01,-3.05E+00,-1.16E+00,-1.24E-01,6.86E-01,3.26E+00,4.66E-02,-1.30E-01,2.73E-03,2.26E-01,2.90E-03,Normal
483,8/14/2022,49:01.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-5.16E-02,-9.03E-02,4.15E-01,1.70E-01,-8.02E-01,-5.87E-01,-3.08E+00,-1.64E+00,-2.19E+00,2.38E+00,-1.85E+00,-2.21E-01,9.61E-02,-4.69E-01,-2.40E-01,-9.97E-01,-2.37E+00,-1.20E+00,-7.57E-02,3.29E-01,-9.56E-01,2.28E-02,3.11E-02,2.27E-03,2.31E-01,2.90E-03,Normal
484,8/14/2022,49:01.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-4.67E-01,1.00E-01,4.60E-01,-8.36E-03,-7.35E-01,-1.02E+00,-3.21E+00,-1.67E+00,-1.87E+00,2.47E+00,-2.44E+00,-7.57E-01,-2.66E-01,1.26E-01,-7.78E-02,-2.87E+00,-1.44E-01,-2.54E+00,5.12E-01,-1.33E+00,-6.29E-01,9.86E-03,4.28E-02,2.39E-03,-1.27E-03,2.83E-03,Normal
485,8/14/2022,49:02.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-1.00E+00,4.83E-01,5.00E-01,-1.54E-01,-5.43E-01,-1.64E+00,-3.63E+00,-1.48E+00,-1.64E+00,2.41E+00,-2.73E+00,-1.48E+00,-3.59E-01,2.12E-01,1.43E-01,-2.80E+00,1.15E+00,-2.98E+00,4.20E-01,-5.38E+00,-2.45E+00,-8.14E-02,6.53E-02,3.83E-03,-1.89E-02,2.88E-03,Normal
486,8/14/2022,49:02.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-3.05E-01,3.39E-01,6.27E-02,-2.16E-01,2.37E-01,-9.30E-01,-4.12E+00,-1.21E+00,-1.36E+00,2.29E+00,-2.82E+00,-2.25E+00,6.69E-02,2.59E-01,-1.39E-01,-2.19E+00,3.82E+00,4.37E-02,7.07E-01,-3.57E+00,-1.36E+00,-4.88E-02,5.28E-03,2.33E-03,-7.09E-02,2.87E-03,Normal
487,8/14/2022,49:03.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,6.07E-01,-2.53E-02,-5.78E-01,-1.37E-01,4.79E-01,4.92E-02,-3.89E+00,-1.17E+00,-1.62E+00,2.22E+00,-2.58E+00,-2.34E+00,3.07E-01,-1.76E-01,-7.52E-01,-2.52E+00,2.09E+00,7.52E-01,1.21E+00,-6.58E-01,-1.31E-01,7.12E-02,-1.91E-01,3.27E-03,9.04E-02,2.96E-03,Normal
488,8/14/2022,49:03.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,3.94E-01,-1.79E-01,-7.15E-01,3.27E-01,2.44E-01,4.06E-01,-3.75E+00,-1.21E+00,-1.81E+00,2.25E+00,-2.48E+00,-2.27E+00,2.60E-01,-2.20E-01,-7.89E-01,-1.63E+00,1.84E+00,5.03E-01,-1.57E+00,-1.21E+00,-5.29E+00,3.37E-02,2.69E-02,3.36E-03,2.33E-01,2.95E-03,Normal
489,8/14/2022,49:04.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.70E+00,-1.22E+00,-1.89E+00,2.29E+00,-2.45E+00,-2.22E+00,2.00E-01,-2.34E-01,-5.96E-01,-1.57E+00,1.49E+00,-2.94E-02,3.45E+00,-2.11E+00,-2.34E+00,1.07E-01,-1.66E-02,3.54E-03,1.81E-01,3.07E-03,Normal
490,8/14/2022,49:04.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-1.03E-01,4.87E-02,2.10E-01,-9.31E-02,-8.19E-02,-1.07E-01,-3.73E+00,-1.21E+00,-1.85E+00,2.27E+00,-2.46E+00,-2.25E+00,-1.52E-01,1.98E-01,-3.19E-01,-2.78E+00,4.44E-01,-7.16E-01,-3.25E+00,1.48E+00,2.48E-01,-1.19E-01,8.99E-03,2.31E-03,-2.57E-01,2.95E-03,Normal
491,8/14/2022,49:05.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-1.94E-01,8.38E-02,3.18E-01,-1.47E-01,-9.60E-02,-1.97E-01,-3.76E+00,-1.20E+00,-1.78E+00,2.24E+00,-2.49E+00,-2.28E+00,-1.43E-01,4.15E-01,1.43E-01,-2.76E+00,6.01E-01,-9.28E-01,-3.98E+00,1.52E+00,1.15E+00,-1.19E-01,-1.34E-02,1.88E-03,-2.76E-01,2.79E-03,Normal
492,8/14/2022,49:05.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-6.38E-02,2.56E-02,9.24E-02,-4.28E-02,-2.37E-02,-6.34E-02,-3.88E+00,-1.15E+00,-1.59E+00,2.15E+00,-2.55E+00,-2.40E+00,-3.57E-01,1.38E-01,-1.89E-01,-2.40E+00,9.26E-01,-6.21E-01,-2.79E+00,6.83E-01,8.44E-01,-1.22E-01,2.74E-02,4.63E-03,-2.54E-01,2.98E-03,Normal
493,8/14/2022,49:06.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,1.45E-01,-2.65E-01,4.52E-01,-6.73E-02,-2.56E-01,2.43E-01,-3.82E+00,-1.23E+00,-1.46E+00,2.13E+00,-2.62E+00,-2.31E+00,4.01E-01,-4.16E-01,-2.94E-01,-2.78E+00,1.10E+00,1.88E+00,-2.80E+00,2.50E+00,3.57E+00,-5.42E-02,-2.44E-01,2.32E-03,-9.87E-02,2.99E-03,Normal
494,8/14/2022,49:06.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,1.63E+00,-5.74E-01,2.37E-02,-4.92E-02,3.13E-01,1.74E+00,-3.23E+00,-1.53E+00,-1.42E+00,2.12E+00,-2.59E+00,-1.65E+00,4.39E-01,-3.67E-01,-4.43E-01,-2.67E+00,2.99E+00,2.25E+00,-5.60E+00,6.81E-01,1.36E+00,-1.21E-01,-6.60E-02,3.45E-03,6.33E-02,3.09E-03,Normal
495,8/14/2022,49:07.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,1.09E+00,5.73E-02,-3.84E-02,1.28E-02,3.78E-01,1.08E+00,-2.52E+00,-1.65E+00,-1.38E+00,2.08E+00,-2.40E+00,-9.29E-01,2.89E-01,1.63E-01,-3.98E-01,-1.29E+00,2.11E+00,1.82E+00,-2.83E+00,2.29E+00,4.46E+00,-5.97E-02,-9.53E-02,2.88E-03,4.51E-02,3.00E-03,Normal
496,8/14/2022,49:07.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,4.25E-01,1.59E-01,-5.33E-01,4.08E-01,2.48E-01,4.30E-01,-2.17E+00,-1.58E+00,-1.55E+00,2.20E+00,-2.25E+00,-5.77E-01,3.40E-01,1.25E-01,-7.13E-01,-9.20E-01,1.31E+00,1.05E+00,-2.86E+00,2.44E-01,7.83E-01,-1.01E-01,1.21E-01,3.30E-03,4.18E-02,3.09E-03,Normal
497,8/14/2022,49:08.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,3.14E-02,1.75E-02,-7.70E-01,5.71E-01,2.07E-01,2.98E-02,-2.11E+00,-1.55E+00,-1.91E+00,2.47E+00,-2.14E+00,-5.11E-01,6.51E-02,1.75E-01,-7.19E-01,-6.86E-01,1.62E+00,5.60E-01,-1.85E+00,-4.47E-01,3.16E+00,-1.21E-01,-2.20E-02,3.43E-03,3.20E-02,3.11E-03,Normal
498,8/14/2022,49:08.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,1.47E-03,-5.87E-04,-4.25E-01,1.36E-01,2.89E-01,-4.57E-04,-2.11E+00,-1.55E+00,-2.34E+00,2.67E+00,-1.90E+00,-5.11E-01,3.20E-01,-7.58E-02,-5.68E-01,-8.52E-01,1.45E-01,-2.71E-02,-3.61E+00,-1.82E+00,5.34E+00,-1.78E-01,-1.53E-01,2.77E-03,4.12E-02,3.05E-03,Normal
499,8/14/2022,49:09.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-4.10E-04,1.82E-04,1.20E-01,-3.67E-02,-8.34E-02,1.36E-04,-2.11E+00,-1.55E+00,-2.37E+00,2.68E+00,-1.88E+00,-5.11E-01,2.30E-01,-4.45E-02,3.23E-01,-2.47E+00,-2.46E+00,6.37E-02,-1.45E+00,1.78E-01,-1.21E+00,1.61E-02,3.49E-02,4.06E-03,6.33E-03,3.10E-03,Normal
500,8/14/2022,49:09.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-3.77E-03,-2.70E-04,9.35E-01,-5.36E-01,-3.99E-01,-3.79E-05,-2.11E+00,-1.55E+00,-1.93E+00,2.48E+00,-2.13E+00,-5.11E-01,-3.16E-01,7.64E-02,1.54E-01,-2.73E+00,-5.39E-01,5.03E-01,1.20E+00,5.27E-01,-1.15E-01,6.91E-03,-4.35E-03,3.47E-03,-2.29E-01,3.22E-03,Normal
501,8/14/2022,49:10.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-2.99E-03,-1.03E-03,6.85E-01,-6.13E-01,-7.18E-02,-1.07E-03,-2.11E+00,-1.55E+00,-1.56E+00,2.19E+00,-2.20E+00,-5.11E-01,-2.81E-02,-1.97E-01,-2.26E-01,-3.60E+00,6.42E-01,-4.10E-01,-6.47E-01,-6.07E-01,2.04E+00,-1.57E-02,-1.24E-01,2.80E-03,-2.09E-01,3.31E-03,Normal
502,8/14/2022,49:10.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.11E+00,-1.55E+00,-1.41E+00,2.02E+00,-2.18E+00,-5.12E-01,-5.28E-02,-2.18E-01,-4.06E-01,-2.66E+00,5.42E-01,-3.62E-01,6.74E-02,3.26E-01,9.75E-01,1.42E-02,-4.47E-02,3.23E-03,-2.00E-01,3.17E-03,Normal
503,8/14/2022,49:11.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,8.03E-01,1.75E-05,-2.61E-01,2.04E-01,5.42E-02,1.39E-01,-2.04E+00,-1.55E+00,-1.44E+00,2.04E+00,-2.18E+00,-5.00E-01,4.28E-01,-1.50E-01,-7.87E-01,-1.02E+00,1.16E+00,9.36E-01,1.01E+00,8.84E-01,-1.85E+00,4.77E-02,5.17E-02,2.39E-03,2.04E-01,3.18E-03,Normal
504,8/14/2022,49:11.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,1.19E+00,-7.70E-04,-4.29E-01,2.67E-01,1.57E-01,1.84E-01,-1.46E+00,-1.55E+00,-1.64E+00,2.18E+00,-2.12E+00,-4.05E-01,3.87E-01,-2.13E-01,-6.52E-01,-1.26E+00,7.65E-01,1.01E+00,1.20E+00,-8.73E-01,4.21E-01,-5.69E-02,-1.86E-02,2.76E-03,1.90E-01,3.11E-03,Normal
505,8/14/2022,49:12.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,1.17E+00,-1.40E-03,-4.67E-01,2.25E-01,2.39E-01,1.65E-01,-8.75E-01,-1.55E+00,-1.86E+00,2.30E+00,-2.01E+00,-3.21E-01,4.14E-01,-1.00E-01,-7.30E-01,-1.23E+00,5.83E-01,7.75E-01,-2.93E-01,1.80E+00,-2.03E+00,5.03E-03,7.45E-02,2.25E-03,1.83E-01,3.05E-03,Normal
506,8/14/2022,49:12.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,8.43E-01,-3.46E-02,-6.69E-01,2.12E-01,4.45E-01,1.69E-01,-5.89E-01,-1.55E+00,-1.99E+00,2.34E+00,-1.94E+00,-2.83E-01,3.28E-01,-1.11E-02,-7.05E-01,-1.12E+00,4.43E-01,7.66E-01,-1.70E+00,1.88E+00,-1.59E+00,-1.37E-02,6.54E-02,4.43E-03,2.01E-01,3.16E-03,Normal
507,8/14/2022,49:13.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,7.05E-03,-2.91E-03,-1.29E-01,4.62E-02,8.26E-02,6.08E-03,-2.09E-01,-1.56E+00,-2.33E+00,2.47E+00,-1.72E+00,-2.12E-01,1.38E-01,-2.29E-01,-7.52E-01,-1.01E+00,-4.34E-01,7.10E-01,-2.13E+00,9.42E-01,6.74E-01,-3.26E-02,4.34E-02,2.80E-03,2.16E-01,3.10E-03,Normal
508,8/14/2022,49:13.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-2.08E-01,-1.56E+00,-2.35E+00,2.47E+00,-1.70E+00,-2.11E-01,2.71E-01,-6.94E-02,-4.91E-01,-1.03E+00,-1.02E+00,6.00E-01,-1.86E+00,6.55E-01,2.76E-01,-3.13E-02,4.89E-02,2.34E-03,2.03E-01,3.05E-03,Normal
509,8/14/2022,49:14.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-1.53E-03,6.33E-04,2.83E-02,-9.80E-03,-1.84E-02,-1.32E-03,-2.09E-01,-1.56E+00,-2.35E+00,2.47E+00,-1.71E+00,-2.11E-01,-9.80E-02,6.99E-02,-2.51E-01,-2.34E+00,-2.09E+00,-1.69E-01,-6.55E+00,-3.25E+00,-1.40E+00,-3.30E-01,7.20E-02,2.40E-03,-1.44E-01,2.89E-03,Normal
510,8/14/2022,49:14.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-4.45E-02,2.28E-02,2.54E-01,-9.52E-02,-1.54E-01,-4.02E-02,-2.14E-01,-1.56E+00,-2.28E+00,2.45E+00,-1.75E+00,-2.17E-01,-9.19E-02,3.74E-01,-1.18E-01,-2.27E+00,-2.05E+00,-6.79E-01,-7.53E+00,-3.85E+00,-2.29E+00,-3.43E-01,1.21E-01,3.15E-03,-2.11E-01,2.86E-03,Normal
511,8/14/2022,49:15.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-1.12E-01,-1.12E-02,-1.36E-01,-4.64E-01,5.99E-01,-9.83E-02,-2.32E-01,-1.55E+00,-2.18E+00,2.41E+00,-1.81E+00,-2.32E-01,-6.97E-02,9.27E-02,-4.29E-02,-3.05E+00,-1.01E+00,-8.60E-01,-6.04E+00,-4.36E+00,1.80E+00,-3.40E-01,-9.32E-02,2.49E-03,-2.27E-01,2.83E-03,Normal
512,8/14/2022,49:15.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-5.21E-02,-7.46E-03,6.18E-03,-3.51E-01,3.44E-01,-4.28E-02,-2.77E-01,-1.55E+00,-2.18E+00,2.23E+00,-1.62E+00,-2.72E-01,-7.05E-02,-1.32E-01,-5.40E-01,-2.53E+00,-7.07E-01,-6.86E-01,-6.10E+00,-2.12E+00,-2.71E+00,-2.63E-01,1.54E-01,3.83E-03,-2.20E-01,2.89E-03,Normal
513,8/14/2022,49:16.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-4.52E-02,-8.07E-03,6.73E-02,-4.14E-01,3.45E-01,-3.49E-02,-3.14E-01,-1.56E+00,-2.16E+00,1.94E+00,-1.36E+00,-3.02E-01,-1.56E-01,-1.00E-01,-3.47E-01,-2.73E+00,-1.85E+00,-8.90E-01,-6.92E+00,-4.17E+00,2.43E-01,-3.56E-01,2.40E-02,5.25E-03,-2.17E-01,3.17E-03,Normal
514,8/14/2022,49:16.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-3.53E-02,-8.53E-03,1.59E-01,-5.09E-01,3.48E-01,-2.41E-02,-3.33E-01,-1.56E+00,-2.10E+00,1.70E+00,-1.19E+00,-3.16E-01,-2.67E-01,-1.69E-01,-1.57E-01,-2.75E+00,-2.70E+00,-7.21E-01,-5.61E+00,-3.23E+00,-2.13E+00,-3.60E-01,5.95E-02,3.44E-03,-2.37E-01,3.24E-03,Normal
515,8/14/2022,49:17.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,4.50E-02,-8.76E-04,-1.16E-01,-3.61E-03,1.19E-01,8.69E-03,-3.20E-01,-1.56E+00,-2.11E+00,1.57E+00,-1.04E+00,-3.17E-01,9.50E-02,-8.23E-02,-4.74E-01,-2.36E+00,-3.24E+00,5.90E-01,-5.49E+00,-3.37E+00,-1.97E+00,-2.83E-01,1.58E-01,1.78E-03,2.69E-02,3.19E-03,Normal
516,8/14/2022,49:17.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,3.94E-03,-7.82E-05,-3.62E-02,1.16E-02,2.45E-02,6.10E-04,-3.13E-01,-1.56E+00,-2.14E+00,1.58E+00,-1.01E+00,-3.16E-01,1.03E-01,-5.14E-02,-7.36E-01,-1.03E+00,-3.55E+00,5.79E-01,-5.87E+00,-3.20E+00,-5.66E-01,-2.97E-01,6.30E-02,2.46E-03,-5.38E-03,2.99E-03,Normal
517,8/14/2022,49:18.3,1,1,1.00E+00,9040,1,0,0,0,0,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-3.13E-01,-1.56E+00,-2.15E+00,1.58E+00,-1.01E+00,-3.16E-01,4.81E-02,2.60E-02,-1.74E-01,-1.20E+00,-3.68E+00,5.06E-01,-3.20E+00,-2.66E+00,-2.10E+00,-2.99E-01,1.24E-01,3.99E-03,4.99E-04,3.11E-03,Normal
518,8/14/2022,49:18.8,1,1,1.00E+00,9040,1,0,0,0,0,0,0,-7.87E-02,1.48E-03,2.63E-01,-2.96E-02,-2.32E-01,-1.50E-02,-3.28E-01,-1.56E+00,-2.10E+00,1.57E+00,-1.06E+00,-3.19E-01,-7.29E-02,1.28E-01,-7.53E-02,-2.54E+00,-5.23E+00,-6.11E-01,3.30E-01,-3.65E-01,-9.44E-01,3.61E-03,2.17E-02,3.31E-03,-2.33E-01,3.21E-03,Normal
519,8/14/2022,49:19.3,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-4.30E-01,9.22E-04,-6.50E-03,1.66E-01,-1.53E-01,-5.24E-02,-3.68E-01,-1.56E+00,-2.05E+00,1.58E+00,-1.11E+00,-3.25E-01,-3.13E-01,1.17E-01,-3.77E-01,-6.82E-01,-5.51E+00,-8.95E-01,1.87E-02,4.08E-01,-5.29E-01,-1.36E-02,-1.07E-03,3.51E-03,-2.28E-01,3.32E-03,Normal
520,8/14/2022,49:19.8,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.09E+00,-4.69E-03,4.53E-02,3.50E-01,-3.81E-01,-1.53E-01,-8.53E-01,-1.56E+00,-2.04E+00,1.75E+00,-1.28E+00,-3.89E-01,-3.89E-01,-9.38E-02,-3.49E-01,-1.11E+00,-4.44E+00,-1.11E+00,1.36E+00,8.71E-02,-5.12E-01,-6.96E-03,-5.92E-02,2.92E-03,-2.46E-01,3.30E-03,Normal
521,8/14/2022,49:20.3,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.12E+00,-1.08E-02,1.06E-01,2.95E-01,-3.91E-01,-1.84E-01,-1.41E+00,-1.57E+00,-2.00E+00,1.90E+00,-1.47E+00,-4.76E-01,-4.12E-01,-3.17E-01,4.04E-02,-1.12E+00,-3.71E+00,-1.10E+00,3.65E+00,-1.39E+00,4.24E-01,6.45E-03,-2.38E-02,2.92E-03,-2.88E-01,3.34E-03,Normal
522,8/14/2022,49:20.8,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.22E+00,-1.53E-02,2.09E-01,2.06E-01,-4.19E-01,-2.68E-01,-1.99E+00,-1.58E+00,-1.91E+00,2.02E+00,-1.67E+00,-5.91E-01,-3.77E-01,-3.48E-01,2.10E-01,-1.19E+00,-2.77E+00,-8.93E-01,3.08E+00,-1.85E+00,1.50E+00,2.24E-02,-7.02E-02,2.97E-03,-2.14E-01,3.25E-03,Normal
523,8/14/2022,49:21.3,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.40E+00,-1.05E-02,2.99E-01,1.27E-01,-4.43E-01,-3.96E-01,-2.31E+00,-1.58E+00,-1.85E+00,2.07E+00,-1.89E+00,-7.55E-01,-3.71E-01,-3.42E-01,-1.84E-01,-1.32E+00,-1.87E+00,-1.16E+00,8.80E-01,1.35E+00,5.11E-01,9.84E-02,4.26E-02,2.41E-03,-1.83E-01,2.97E-03,Normal
524,8/14/2022,49:21.8,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.56E+00,4.38E-03,3.48E-01,3.65E-02,-4.11E-01,-5.60E-01,-3.00E+00,-1.59E+00,-1.71E+00,2.13E+00,-2.00E+00,-8.63E-01,-5.08E-01,-6.63E-02,-1.71E-01,-1.50E+00,-1.60E+00,-1.55E+00,-2.56E-01,-2.28E+00,4.13E-01,-2.60E-02,-8.49E-03,2.27E-03,-2.09E-01,2.85E-03,Normal
525,8/14/2022,49:22.3,1,1,1.00E+00,9040,1,0,1,0,0,1,1,-1.76E+00,2.51E-02,3.57E-01,-4.65E-02,-3.35E-01,-7.57E-01,-3.80E+00,-1.58E+00,-1.53E+00,2.14E+00,-2.20E+00,-1.16E+00,-4.45E-01,3.37E-01,3.08E-02,-2.57E+00,-6.66E-01,-1.64E+00,9.37E-01,3.96E-01,-6.22E-01,7.47E-02,-8.03E-03,2.40E-03,-2.45E-01,2.92E-03,Normal
526,8/14/2022,49:22.8,1,1,1.00E+00,9040,1,0,1,0,0,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.63E+00,-1.57E+00,-1.37E+00,2.11E+00,-2.34E+00,-1.53E+00,-1.08E-01,1.55E-01,9.44E-02,-2.52E+00,2.01E-01,-5.48E-01,4.01E+00,1.80E+00,7.47E-01,1.37E-01,-7.95E-02,2.44E-03,-2.81E-01,2.91E-03,Normal
527,8/14/2022,49:23.3,1,1,1.00E+00,0,1,0,1,0,0,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.08E-01,1.17E-01,-3.31E-02,-2.25E+00,5.25E-01,-2.70E-01,3.04E+00,-3.33E-01,2.53E-01,5.07E-02,-3.10E-02,3.54E-03,-2.55E-01,2.87E-03,Normal
528,8/14/2022,49:23.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.01E-01,9.91E-02,-6.02E-02,-2.23E+00,5.41E-01,-3.06E-01,2.78E+00,-3.26E-01,1.90E-01,5.18E-02,-3.40E-02,2.27E-03,-2.49E-01,2.76E-03,Normal
529,8/14/2022,49:24.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.19E-02,8.01E-02,-5.44E-02,-2.25E+00,5.76E-01,-2.81E-01,2.99E+00,-2.28E-02,-6.43E-02,4.81E-02,-3.87E-02,3.22E-03,-2.56E-01,2.74E-03,Normal
