SeqNo,Date,UTC Time,MES, R_Run, S_S, VN, UR_V, L_OP1I, L_OP1O, L_OP2I, L_OP2O, DI, DO, J_V_0, J_V_1, J_V_2, J_V_3, J_V_4, J_V_5, J_P_0, J_P_1, J_P_2, J_P_3, J_P_4, J_P_5, J_C_0, J_C_1, J_C_2, J_C_3, J_C_4, J_C_5, TCP_F_0, TCP_F_1, TCP_F_2, TCP_T_0, TCP_T_1, TCP_T_2,Label
521,8/14/2022,49:20.3,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.12E+00,-1.08E-02,1.06E-01,2.95E-01,-3.91E-01,-1.84E-01,-1.41E+00,-1.57E+00,-2.00E+00,1.90E+00,-1.47E+00,-4.76E-01,-4.12E-01,-3.17E-01,4.04E-02,-1.12E+00,-3.71E+00,-1.10E+00,3.65E+00,-1.39E+00,4.24E-01,6.45E-03,-2.38E-02,-2.88E-01,Normal
522,8/14/2022,49:20.8,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.22E+00,-1.53E-02,2.09E-01,2.06E-01,-4.19E-01,-2.68E-01,-1.99E+00,-1.58E+00,-1.91E+00,2.02E+00,-1.67E+00,-5.91E-01,-3.77E-01,-3.48E-01,2.10E-01,-1.19E+00,-2.77E+00,-8.93E-01,3.08E+00,-1.85E+00,1.50E+00,2.24E-02,-7.02E-02,-2.14E-01,Normal
523,8/14/2022,49:21.3,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.40E+00,-1.05E-02,2.99E-01,1.27E-01,-4.43E-01,-3.96E-01,-2.31E+00,-1.58E+00,-1.85E+00,2.07E+00,-1.89E+00,-7.55E-01,-3.71E-01,-3.42E-01,-1.84E-01,-1.32E+00,-1.87E+00,-1.16E+00,8.80E-01,1.35E+00,5.11E-01,9.84E-02,4.26E-02,-1.83E-01,Normal
524,8/14/2022,49:21.8,1,1,1.00E+00,9040,1,0,1,0,0,0,1,-1.56E+00,4.38E-03,3.48E-01,3.65E-02,-4.11E-01,-5.60E-01,-3.00E+00,-1.59E+00,-1.71E+00,2.13E+00,-2.00E+00,-8.63E-01,-5.08E-01,-6.63E-02,-1.71E-01,-1.50E+00,-1.60E+00,-1.55E+00,-2.56E-01,-2.28E+00,4.13E-01,-2.60E-02,-8.49E-03,-2.09E-01,Normal
525,8/14/2022,49:22.3,1,1,1.00E+00,9040,1,0,1,0,0,1,1,-1.76E+00,2.51E-02,3.57E-01,-4.65E-02,-3.35E-01,-7.57E-01,-3.80E+00,-1.58E+00,-1.53E+00,2.14E+00,-2.20E+00,-1.16E+00,-4.45E-01,3.37E-01,3.08E-02,-2.57E+00,-6.66E-01,-1.64E+00,9.37E-01,3.96E-01,-6.22E-01,7.47E-02,-8.03E-03,-2.45E-01,Normal
526,8/14/2022,49:22.8,1,1,1.00E+00,9040,1,0,1,0,0,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.63E+00,-1.57E+00,-1.37E+00,2.11E+00,-2.34E+00,-1.53E+00,-1.08E-01,1.55E-01,9.44E-02,-2.52E+00,2.01E-01,-5.48E-01,4.01E+00,1.80E+00,7.47E-01,1.37E-01,-7.95E-02,-2.81E-01,Normal
527,8/14/2022,49:23.3,1,1,1.00E+00,0,1,0,1,0,0,1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.08E-01,1.17E-01,-3.31E-02,-2.25E+00,5.25E-01,-2.70E-01,3.04E+00,-3.33E-01,2.53E-01,5.07E-02,-3.10E-02,-2.55E-01,Normal
528,8/14/2022,49:23.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.01E-01,9.91E-02,-6.02E-02,-2.23E+00,5.41E-01,-3.06E-01,2.78E+00,-3.26E-01,1.90E-01,5.18E-02,-3.40E-02,-2.49E-01,Normal
529,8/14/2022,49:24.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.19E-02,8.01E-02,-5.44E-02,-2.25E+00,5.76E-01,-2.81E-01,2.99E+00,-2.28E-02,-6.43E-02,4.81E-02,-3.87E-02,-2.56E-01,Normal
530,8/14/2022,49:24.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.98E-02,1.06E-01,-8.03E-02,-2.30E+00,5.72E-01,-2.43E-01,2.88E+00,2.39E-02,-4.06E-02,4.35E-02,-3.95E-02,-2.55E-01,Normal
531,8/14/2022,49:25.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.02E-02,1.07E-01,-3.38E-02,-2.24E+00,5.61E-01,-2.39E-01,3.07E+00,1.56E-01,-4.30E-03,4.16E-02,-3.97E-02,-2.50E-01,Normal
532,8/14/2022,49:25.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.40E-02,1.05E-01,-5.04E-02,-2.26E+00,6.08E-01,-2.62E-01,2.78E+00,-3.34E-01,7.86E-02,5.29E-02,-3.30E-02,-2.44E-01,Normal
533,8/14/2022,49:26.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.67E-02,8.22E-02,-2.39E-02,-2.22E+00,5.56E-01,-2.21E-01,2.67E+00,-4.59E-01,5.25E-01,5.55E-02,-2.17E-02,-2.40E-01,Normal
534,8/14/2022,49:26.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.97E-02,1.05E-01,-4.74E-02,-2.20E+00,5.61E-01,-2.78E-01,2.72E+00,-1.50E-01,1.33E-01,4.96E-02,-3.06E-02,-2.48E-01,Normal
535,8/14/2022,49:27.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.14E-02,1.08E-01,-4.10E-02,-2.26E+00,4.94E-01,-2.91E-01,2.96E+00,-2.82E-01,5.96E-02,5.43E-02,-3.05E-02,-2.53E-01,Normal
536,8/14/2022,49:27.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.45E-02,8.99E-02,-5.30E-02,-2.21E+00,6.08E-01,-2.55E-01,3.02E+00,2.19E-01,-2.31E-01,4.42E-02,-3.96E-02,-2.53E-01,Normal
537,8/14/2022,49:28.3,1,1,1.00E+00,0,1,1,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.35E-02,8.82E-02,-5.90E-02,-2.23E+00,5.41E-01,-2.64E-01,2.83E+00,-3.28E-01,2.63E-01,5.85E-02,-2.80E-02,-2.43E-01,Normal
538,8/14/2022,49:28.8,1,1,1.00E+00,0,1,1,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.94E-02,9.64E-02,-5.42E-02,-2.20E+00,6.03E-01,-2.78E-01,2.86E+00,-3.44E-01,1.69E-01,5.16E-02,-3.05E-02,-2.47E-01,Normal
539,8/14/2022,49:29.3,1,1,1.00E+00,0,1,1,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.93E-02,1.02E-01,-6.87E-02,-2.21E+00,5.71E-01,-2.76E-01,2.77E+00,-6.50E-02,5.26E-02,4.82E-02,-3.55E-02,-2.45E-01,Normal
540,8/14/2022,49:29.8,1,1,1.00E+00,0,1,1,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.36E-02,1.04E-01,-5.96E-02,-2.19E+00,5.71E-01,-2.63E-01,2.94E+00,2.73E-01,-2.08E-01,4.15E-02,-3.68E-02,-2.52E-01,Normal
541,8/14/2022,49:30.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.19E-02,8.76E-02,-6.57E-02,-2.21E+00,5.66E-01,-2.34E-01,2.91E+00,-9.16E-02,-6.38E-02,4.95E-02,-3.27E-02,-2.49E-01,Normal
542,8/14/2022,49:30.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-1.01E-01,8.91E-02,-7.87E-02,-2.19E+00,5.56E-01,-2.32E-01,2.91E+00,-5.09E-01,4.81E-01,5.89E-02,-2.02E-02,-2.40E-01,Normal
543,8/14/2022,49:31.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.92E-02,9.98E-02,-5.27E-02,-2.21E+00,6.44E-01,-2.17E-01,2.92E+00,4.51E-01,-2.35E-01,3.79E-02,-3.77E-02,-2.54E-01,Normal
544,8/14/2022,49:31.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.39E-02,9.79E-02,-3.20E-02,-2.19E+00,6.02E-01,-2.20E-01,2.91E+00,-1.52E-02,-7.70E-02,4.63E-02,-3.32E-02,-2.48E-01,Normal
545,8/14/2022,49:32.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.70E-02,1.04E-01,-4.90E-02,-2.23E+00,5.61E-01,-2.65E-01,2.97E+00,3.68E-03,1.27E-01,4.82E-02,-2.68E-02,-2.46E-01,Normal
546,8/14/2022,49:32.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.31E-02,1.04E-01,-6.00E-02,-2.17E+00,5.77E-01,-2.50E-01,2.99E+00,-8.06E-02,2.43E-01,4.77E-02,-2.64E-02,-2.42E-01,Normal
547,8/14/2022,49:33.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.21E-02,1.14E-01,-6.56E-02,-2.26E+00,5.87E-01,-1.98E-01,3.05E+00,-5.50E-01,2.22E-01,5.82E-02,-2.36E-02,-2.45E-01,Normal
548,8/14/2022,49:33.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-4.88E-02,7.73E-02,-5.68E-02,-2.19E+00,5.77E-01,-2.51E-01,3.03E+00,-1.52E-01,-8.50E-02,5.06E-02,-3.10E-02,-2.49E-01,Normal
549,8/14/2022,49:34.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.68E-02,8.38E-02,-5.73E-02,-2.21E+00,6.02E-01,-2.31E-01,3.00E+00,-3.83E-01,1.07E-01,5.69E-02,-2.71E-02,-2.41E-01,Normal
550,8/14/2022,49:34.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.13E-02,8.47E-02,-6.62E-02,-2.18E+00,5.97E-01,-2.38E-01,3.13E+00,1.21E-01,5.38E-02,4.37E-02,-2.63E-02,-2.49E-01,Normal
551,8/14/2022,49:35.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.24E-02,1.16E-01,-6.81E-02,-2.19E+00,5.51E-01,-2.13E-01,3.08E+00,-1.21E-01,-9.24E-03,4.72E-02,-2.95E-02,-2.48E-01,Normal
552,8/14/2022,49:35.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.51E-02,1.03E-01,-7.31E-02,-2.17E+00,6.39E-01,-2.22E-01,2.92E+00,-2.42E-01,2.29E-01,5.19E-02,-2.31E-02,-2.42E-01,Normal
553,8/14/2022,49:36.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.99E-02,1.04E-01,-5.31E-02,-2.24E+00,7.01E-01,-2.24E-01,2.85E+00,-5.48E-01,-2.64E-03,5.15E-02,-2.82E-02,-2.45E-01,Normal
554,8/14/2022,49:36.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.91E-02,7.23E-02,-5.41E-02,-2.30E+00,5.51E-01,-1.81E-01,3.05E+00,7.18E-02,-3.61E-02,4.62E-02,-2.93E-02,-2.45E-01,Normal
555,8/14/2022,49:37.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.48E-02,1.06E-01,-6.04E-02,-2.20E+00,6.28E-01,-1.79E-01,3.13E+00,-9.74E-02,-1.29E-01,4.73E-02,-3.23E-02,-2.50E-01,Normal
556,8/14/2022,49:37.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-9.42E-02,1.11E-01,-3.92E-02,-2.23E+00,6.69E-01,-2.04E-01,3.01E+00,7.71E-02,-4.33E-02,4.57E-02,-2.93E-02,-2.48E-01,Normal
557,8/14/2022,49:38.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.84E-02,9.93E-02,-5.90E-02,-2.22E+00,6.02E-01,-2.32E-01,3.02E+00,9.40E-03,-1.35E-01,4.32E-02,-3.28E-02,-2.47E-01,Normal
558,8/14/2022,49:38.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-7.51E-02,8.57E-02,-6.15E-02,-2.21E+00,5.97E-01,-2.49E-01,2.97E+00,-1.62E-01,1.62E-02,5.04E-02,-2.84E-02,-2.46E-01,Normal
559,8/14/2022,49:39.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.02E-02,1.04E-01,-7.64E-02,-2.25E+00,6.34E-01,-2.14E-01,2.82E+00,-3.93E-01,2.19E-01,5.56E-02,-2.21E-02,-2.40E-01,Normal
560,8/14/2022,49:39.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-6.57E-02,1.07E-01,-5.46E-02,-2.20E+00,6.08E-01,-2.46E-01,3.00E+00,-1.36E-01,2.02E-01,5.16E-02,-2.46E-02,-2.39E-01,Normal
561,8/14/2022,49:40.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.12E-02,9.08E-02,-7.78E-02,-2.18E+00,6.70E-01,-2.15E-01,3.11E+00,-1.40E-01,-5.60E-02,4.87E-02,-2.84E-02,-2.45E-01,Normal
562,8/14/2022,49:40.8,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-8.74E-02,1.04E-01,-5.68E-02,-2.18E+00,5.87E-01,-2.37E-01,2.87E+00,-1.41E-01,1.39E-01,5.07E-02,-2.53E-02,-2.39E-01,Normal
563,8/14/2022,49:41.3,1,1,1.00E+00,0,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.32E-02,9.83E-02,-5.86E-02,-2.21E+00,5.98E-01,-2.08E-01,2.96E+00,-2.96E-01,1.12E-01,5.04E-02,-2.59E-02,-2.43E-01,Normal
564,8/14/2022,49:41.8,1,1,1.00E+00,9050,1,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.78E-02,9.27E-02,-4.79E-02,-2.14E+00,5.87E-01,-2.06E-01,3.06E+00,-3.32E-01,8.60E-02,5.22E-02,-2.67E-02,-2.38E-01,Normal
565,8/14/2022,49:42.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.51E-02,1.03E-01,-4.05E-02,-2.20E+00,5.51E-01,-2.20E-01,3.00E+00,-2.04E-01,3.42E-02,5.09E-02,-2.47E-02,-2.43E-01,Normal
566,8/14/2022,49:42.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.34E+00,-1.57E+00,-5.11E-02,9.84E-02,-3.11E-02,-2.19E+00,6.34E-01,-1.86E-01,2.83E+00,-7.94E-02,1.23E-02,4.34E-02,-2.51E-02,-2.41E-01,Normal
567,8/14/2022,49:43.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-1.74E-02,3.82E-04,7.54E-02,1.69E-02,-9.23E-02,-2.09E-01,-4.71E+00,-1.57E+00,-1.36E+00,2.10E+00,-2.35E+00,-1.57E+00,-2.84E-01,7.27E-02,-1.63E-01,-1.11E+00,-6.31E-01,-2.23E+00,2.99E+00,9.69E-02,-1.90E+00,3.00E-02,1.64E-02,-2.58E-01,Normal
568,8/14/2022,49:43.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-7.02E-01,1.97E-02,4.00E-01,-4.38E-03,-3.91E-01,-1.83E+00,-4.90E+00,-1.56E+00,-1.18E+00,2.12E+00,-2.54E+00,-2.23E+00,-2.81E-01,9.41E-02,3.46E-02,-2.40E+00,9.22E-01,-2.97E+00,2.74E+00,3.24E+00,-2.04E+00,9.31E-02,3.00E-02,-2.59E-01,Normal
569,8/14/2022,49:44.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-9.84E-02,2.92E-03,-9.85E-02,-1.84E-02,1.18E-01,-1.30E+00,-5.06E+00,-1.56E+00,-1.15E+00,2.11E+00,-2.55E+00,-2.97E+00,4.61E-01,-1.80E-01,-4.43E-01,-2.50E+00,2.87E+00,-1.16E+00,2.62E+00,8.89E-01,-1.11E+00,-1.90E-02,4.02E-02,6.65E-04,Normal
570,8/14/2022,49:44.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,2.63E-01,-7.76E-03,-1.15E-01,-3.80E-02,1.53E-01,-5.03E-02,-4.72E+00,-1.57E+00,-1.33E+00,2.08E+00,-2.35E+00,-3.14E+00,2.69E-01,-1.63E-01,-3.25E-01,-2.60E+00,8.44E-01,-6.09E-01,2.80E+00,-7.68E-01,9.14E-01,-4.21E-02,-7.36E-02,-9.32E-03,Normal
571,8/14/2022,49:45.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-1.07E+00,1.59E-02,-1.98E-01,2.77E-02,1.90E-01,-1.07E+00,-5.05E+00,-1.56E+00,-1.36E+00,2.09E+00,-2.33E+00,-3.48E+00,-3.92E-01,3.00E-01,-6.62E-01,-1.38E+00,2.14E+00,-1.54E+00,2.76E+00,8.68E-02,2.88E+00,-6.21E-02,-9.10E-02,-2.64E-01,Normal
572,8/14/2022,49:45.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-4.61E-01,-5.72E-03,-3.96E-01,-1.54E-01,5.62E-01,-4.61E-01,-5.41E+00,-1.56E+00,-1.53E+00,2.06E+00,-2.12E+00,-3.83E+00,-2.35E-01,-5.62E-02,-6.84E-01,-2.85E+00,1.47E+00,-1.07E+00,1.79E+00,1.49E-01,1.30E+00,-3.25E-02,1.64E-02,-2.22E-01,Normal
573,8/14/2022,49:46.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-2.32E-01,-1.22E-02,-3.00E-01,-3.51E-01,6.58E-01,-2.31E-01,-5.55E+00,-1.56E+00,-1.69E+00,1.91E+00,-1.80E+00,-3.97E+00,-2.02E-01,-3.76E-01,-6.36E-01,-3.24E+00,3.38E-01,-8.94E-01,1.87E+00,2.23E+00,1.31E+00,4.42E-02,6.48E-02,-2.26E-01,Normal
574,8/14/2022,49:46.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-1.01E-01,-1.58E-02,3.20E-03,-6.64E-01,6.64E-01,-9.89E-02,-5.61E+00,-1.57E+00,-1.75E+00,1.64E+00,-1.47E+00,-4.04E+00,-2.67E-01,-3.66E-01,-2.24E-01,-2.85E+00,-1.36E+00,-6.69E-01,2.24E+00,-1.16E+00,2.42E+00,-6.64E-02,-3.60E-02,-2.08E-01,Normal
575,8/14/2022,49:47.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-6.25E-02,-1.69E-02,2.58E-01,-9.63E-01,7.07E-01,-5.96E-02,-5.65E+00,-1.58E+00,-1.69E+00,1.23E+00,-1.13E+00,-4.08E+00,-1.93E-01,-9.58E-02,-2.01E-02,-3.02E+00,-3.96E+00,-5.97E-01,-4.27E-01,3.69E+00,-9.51E-01,1.04E-01,1.58E-01,-2.14E-01,Normal
576,8/14/2022,49:47.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-1.55E-02,1.01E-04,-5.89E-02,5.50E-02,4.01E-03,-3.39E-05,-5.66E+00,-1.58E+00,-1.65E+00,1.09E+00,-1.02E+00,-4.09E+00,-8.64E-02,-1.59E-01,-6.10E-01,-9.59E-01,-3.31E+00,-4.08E-01,9.80E-02,3.92E-01,-2.33E-01,1.27E-02,2.86E-02,-1.16E-02,Normal
577,8/14/2022,49:48.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,-5.21E-02,1.88E-04,-1.86E-01,1.49E-01,3.78E-02,-9.69E-05,-5.70E+00,-1.58E+00,-1.77E+00,1.20E+00,-1.00E+00,-4.09E+00,1.03E-01,-7.35E-02,-4.31E-01,-1.55E+00,-4.28E+00,-3.84E-01,2.49E-01,7.67E-01,3.68E-01,6.79E-03,2.10E-02,-5.28E-03,Normal
578,8/14/2022,49:48.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,7.23E-02,-4.18E-04,3.30E-01,-2.76E-01,-5.40E-02,1.82E-04,-5.69E+00,-1.58E+00,-1.73E+00,1.16E+00,-1.01E+00,-4.09E+00,1.97E-01,-2.03E-01,-4.10E-02,-2.84E+00,-5.41E+00,-2.75E-01,-6.15E+00,-3.15E+00,2.18E-01,-2.53E-01,1.34E-03,3.23E-01,Normal
579,8/14/2022,49:49.3,1,1,1.00E+00,9050,2,0,1,0,0,0,1,6.12E-02,1.62E-02,-2.35E-01,9.07E-01,-6.75E-01,5.86E-02,-5.65E+00,-1.58E+00,-1.69E+00,1.26E+00,-1.15E+00,-4.08E+00,1.36E-01,2.31E-01,-8.12E-01,-5.65E-01,-6.23E+00,9.04E-01,-7.83E+00,-1.76E+00,-1.31E+00,-2.13E-01,8.28E-02,3.11E-01,Normal
580,8/14/2022,49:49.8,1,1,1.00E+00,9050,2,0,1,0,0,0,1,9.79E-02,1.59E-02,-1.56E-02,6.77E-01,-6.65E-01,9.62E-02,-5.61E+00,-1.57E+00,-1.75E+00,1.65E+00,-1.49E+00,-4.04E+00,2.26E-02,1.27E-01,-7.76E-02,-8.59E-01,-3.85E+00,9.05E-01,-5.56E+00,-2.92E+00,-1.63E-01,-2.51E-01,-1.03E-02,2.95E-01,Normal
